"","X","did_purchase","ratings","recommendation","Real_Review"
"76",1226,TRUE,5,TRUE,"Real Recommand"
"77",1227,TRUE,5,TRUE,"Real Recommand"
"78",1228,TRUE,5,TRUE,"Real Recommand"
"79",1229,TRUE,5,TRUE,"Real Recommand"
"80",1230,TRUE,5,TRUE,"Real Recommand"
"81",1234,TRUE,5,TRUE,"Real Recommand"
"82",1242,TRUE,5,TRUE,"Real Recommand"
"83",1297,TRUE,5,TRUE,"Real Recommand"
"84",1299,TRUE,5,TRUE,"Real Recommand"
"85",1303,TRUE,3,TRUE,"Real Recommand"
"86",1313,TRUE,5,TRUE,"Real Recommand"
"87",1314,TRUE,5,TRUE,"Real Recommand"
"88",1316,TRUE,5,TRUE,"Real Recommand"
"89",1317,TRUE,5,TRUE,"Real Recommand"
"90",1318,TRUE,5,TRUE,"Real Recommand"
"91",1320,TRUE,5,TRUE,"Real Recommand"
"92",1322,TRUE,5,TRUE,"Real Recommand"
"93",1341,TRUE,4,TRUE,"Real Recommand"
"94",1343,TRUE,4,TRUE,"Real Recommand"
"95",1344,TRUE,4,TRUE,"Real Recommand"
"96",1345,TRUE,4,TRUE,"Real Recommand"
"97",1346,TRUE,4,TRUE,"Real Recommand"
"98",1367,TRUE,5,TRUE,"Real Recommand"
"99",1371,TRUE,5,TRUE,"Real Recommand"
"100",1375,TRUE,5,TRUE,"Real Recommand"
"101",1395,TRUE,5,TRUE,"Real Recommand"
"102",1398,TRUE,4,TRUE,"Real Recommand"
"103",1401,TRUE,5,TRUE,"Real Recommand"
"104",1402,TRUE,5,TRUE,"Real Recommand"
"105",1457,TRUE,4,TRUE,"Real Recommand"
"106",1458,TRUE,4,TRUE,"Real Recommand"
"107",1459,TRUE,5,TRUE,"Real Recommand"
"108",1460,TRUE,5,TRUE,"Real Recommand"
"109",1461,TRUE,5,TRUE,"Real Recommand"
"110",1462,TRUE,5,TRUE,"Real Recommand"
"111",1464,TRUE,5,TRUE,"Real Recommand"
"112",1492,TRUE,5,TRUE,"Real Recommand"
"113",1502,TRUE,3,TRUE,"Real Recommand"
"114",1504,TRUE,4,TRUE,"Real Recommand"
"115",1505,TRUE,4,TRUE,"Real Recommand"
"116",1506,TRUE,4,TRUE,"Real Recommand"
"117",1507,TRUE,4,TRUE,"Real Recommand"
"118",1509,TRUE,5,TRUE,"Real Recommand"
"119",1510,TRUE,5,TRUE,"Real Recommand"
"120",1511,TRUE,5,TRUE,"Real Recommand"
"121",1516,TRUE,5,TRUE,"Real Recommand"
"122",1517,TRUE,5,TRUE,"Real Recommand"
"123",1518,TRUE,5,TRUE,"Real Recommand"
"124",1521,TRUE,5,TRUE,"Real Recommand"
"125",1522,TRUE,5,TRUE,"Real Recommand"
"126",1523,TRUE,5,TRUE,"Real Recommand"
"127",1524,TRUE,5,TRUE,"Real Recommand"
"128",1526,TRUE,5,TRUE,"Real Recommand"
"129",1529,TRUE,5,TRUE,"Real Recommand"
"130",1530,TRUE,5,TRUE,"Real Recommand"
"131",1533,TRUE,5,TRUE,"Real Recommand"
"132",1535,TRUE,5,TRUE,"Real Recommand"
"133",1539,TRUE,5,TRUE,"Real Recommand"
"134",1541,TRUE,5,TRUE,"Real Recommand"
"135",1543,TRUE,5,TRUE,"Real Recommand"
"136",1544,TRUE,5,TRUE,"Real Recommand"
"137",1545,TRUE,5,TRUE,"Real Recommand"
"138",1546,TRUE,5,TRUE,"Real Recommand"
"139",1547,TRUE,5,TRUE,"Real Recommand"
"140",1552,TRUE,5,TRUE,"Real Recommand"
"141",1553,TRUE,5,TRUE,"Real Recommand"
"142",1554,TRUE,5,TRUE,"Real Recommand"
"143",1555,TRUE,5,TRUE,"Real Recommand"
"144",1556,TRUE,5,TRUE,"Real Recommand"
"145",1647,TRUE,4,TRUE,"Real Recommand"
"146",1648,TRUE,4,TRUE,"Real Recommand"
"147",1649,TRUE,4,TRUE,"Real Recommand"
"148",1651,TRUE,4,TRUE,"Real Recommand"
"149",1749,TRUE,5,TRUE,"Real Recommand"
"150",1750,TRUE,5,TRUE,"Real Recommand"
"151",1958,TRUE,4,TRUE,"Real Recommand"
"152",2587,TRUE,4,TRUE,"Real Recommand"
"153",2588,TRUE,4,TRUE,"Real Recommand"
"154",2589,TRUE,4,TRUE,"Real Recommand"
"155",2594,TRUE,5,TRUE,"Real Recommand"
"156",2599,TRUE,5,TRUE,"Real Recommand"
"157",2600,TRUE,5,TRUE,"Real Recommand"
"158",2601,TRUE,5,TRUE,"Real Recommand"
"159",2689,TRUE,4,TRUE,"Real Recommand"
"160",2690,TRUE,4,TRUE,"Real Recommand"
"161",2691,TRUE,4,TRUE,"Real Recommand"
"162",2861,TRUE,5,TRUE,"Real Recommand"
"163",2863,TRUE,5,TRUE,"Real Recommand"
"164",2864,TRUE,5,TRUE,"Real Recommand"
"165",2865,TRUE,5,TRUE,"Real Recommand"
"166",2866,TRUE,5,TRUE,"Real Recommand"
"167",3301,TRUE,5,TRUE,"Real Recommand"
"168",3302,TRUE,5,TRUE,"Real Recommand"
"169",3304,TRUE,5,TRUE,"Real Recommand"
"170",3306,TRUE,5,TRUE,"Real Recommand"
"171",3308,TRUE,5,TRUE,"Real Recommand"
"172",3309,TRUE,5,TRUE,"Real Recommand"
"173",3451,TRUE,5,TRUE,"Real Recommand"
"174",3455,TRUE,5,TRUE,"Real Recommand"
"175",3512,TRUE,4,TRUE,"Real Recommand"
"176",3513,TRUE,4,TRUE,"Real Recommand"
"177",3517,TRUE,5,TRUE,"Real Recommand"
"178",3518,TRUE,5,TRUE,"Real Recommand"
"179",3519,TRUE,5,TRUE,"Real Recommand"
"180",3521,TRUE,5,TRUE,"Real Recommand"
"181",3524,TRUE,5,TRUE,"Real Recommand"
"182",3528,TRUE,3,TRUE,"Real Recommand"
"183",3531,TRUE,4,TRUE,"Real Recommand"
"184",3532,TRUE,4,TRUE,"Real Recommand"
"185",3533,TRUE,4,TRUE,"Real Recommand"
"186",3535,TRUE,4,TRUE,"Real Recommand"
"187",3542,TRUE,5,TRUE,"Real Recommand"
"188",3543,TRUE,5,TRUE,"Real Recommand"
"189",3544,TRUE,5,TRUE,"Real Recommand"
"190",3545,TRUE,5,TRUE,"Real Recommand"
"191",3546,TRUE,5,TRUE,"Real Recommand"
"192",3547,TRUE,5,TRUE,"Real Recommand"
"193",3548,TRUE,5,TRUE,"Real Recommand"
"194",3549,TRUE,5,TRUE,"Real Recommand"
"195",3550,TRUE,5,TRUE,"Real Recommand"
"196",3551,TRUE,5,TRUE,"Real Recommand"
"197",3552,TRUE,5,TRUE,"Real Recommand"
"198",3630,TRUE,4,TRUE,"Real Recommand"
"199",3631,TRUE,4,TRUE,"Real Recommand"
"200",3632,TRUE,4,TRUE,"Real Recommand"
"201",3633,TRUE,4,TRUE,"Real Recommand"
"202",3646,TRUE,5,TRUE,"Real Recommand"
"203",3647,TRUE,5,TRUE,"Real Recommand"
"204",3648,TRUE,5,TRUE,"Real Recommand"
"205",3652,TRUE,5,TRUE,"Real Recommand"
"206",3653,TRUE,5,TRUE,"Real Recommand"
"207",3655,TRUE,5,TRUE,"Real Recommand"
"208",3657,TRUE,5,TRUE,"Real Recommand"
"209",3666,TRUE,5,TRUE,"Real Recommand"
"210",3684,TRUE,4,TRUE,"Real Recommand"
"211",3694,TRUE,5,TRUE,"Real Recommand"
"212",3696,TRUE,5,TRUE,"Real Recommand"
"213",3697,TRUE,5,TRUE,"Real Recommand"
"214",3705,TRUE,5,TRUE,"Real Recommand"
"215",3709,TRUE,5,TRUE,"Real Recommand"
"216",3712,TRUE,5,TRUE,"Real Recommand"
"217",3724,TRUE,5,TRUE,"Real Recommand"
"218",3725,TRUE,5,TRUE,"Real Recommand"
"219",3726,TRUE,5,TRUE,"Real Recommand"
"220",3727,TRUE,5,TRUE,"Real Recommand"
"221",3728,TRUE,5,TRUE,"Real Recommand"
"222",3739,TRUE,3,TRUE,"Real Recommand"
"223",3745,TRUE,4,TRUE,"Real Recommand"
"224",3746,TRUE,4,TRUE,"Real Recommand"
"225",3751,TRUE,5,TRUE,"Real Recommand"
"226",3754,TRUE,5,TRUE,"Real Recommand"
"227",3759,TRUE,5,TRUE,"Real Recommand"
"228",3761,TRUE,5,TRUE,"Real Recommand"
"229",3771,TRUE,5,TRUE,"Real Recommand"
"230",3773,TRUE,5,TRUE,"Real Recommand"
"231",3775,TRUE,5,TRUE,"Real Recommand"
"232",3776,TRUE,5,TRUE,"Real Recommand"
"233",3777,TRUE,5,TRUE,"Real Recommand"
"234",3778,TRUE,5,TRUE,"Real Recommand"
"235",3779,TRUE,5,TRUE,"Real Recommand"
"236",3780,TRUE,5,TRUE,"Real Recommand"
"237",3792,TRUE,4,TRUE,"Real Recommand"
"238",3796,TRUE,5,TRUE,"Real Recommand"
"239",3797,TRUE,5,TRUE,"Real Recommand"
"240",3798,TRUE,5,TRUE,"Real Recommand"
"241",3799,TRUE,5,TRUE,"Real Recommand"
"242",3800,TRUE,5,TRUE,"Real Recommand"
"243",3801,TRUE,5,TRUE,"Real Recommand"
"244",3802,TRUE,5,TRUE,"Real Recommand"
"245",3803,TRUE,5,TRUE,"Real Recommand"
"246",3804,TRUE,5,TRUE,"Real Recommand"
"247",3805,TRUE,5,TRUE,"Real Recommand"
"248",3808,TRUE,5,TRUE,"Real Recommand"
"249",3809,TRUE,5,TRUE,"Real Recommand"
"250",3810,TRUE,5,TRUE,"Real Recommand"
"251",4274,TRUE,4,TRUE,"Real Recommand"
"252",4276,TRUE,4,TRUE,"Real Recommand"
"253",4280,TRUE,4,TRUE,"Real Recommand"
"254",4283,TRUE,4,TRUE,"Real Recommand"
"255",4289,TRUE,4,TRUE,"Real Recommand"
"256",4293,TRUE,4,TRUE,"Real Recommand"
"257",4347,TRUE,5,TRUE,"Real Recommand"
"258",4370,TRUE,5,TRUE,"Real Recommand"
"259",4372,TRUE,5,TRUE,"Real Recommand"
"260",4373,TRUE,5,TRUE,"Real Recommand"
"261",4391,TRUE,5,TRUE,"Real Recommand"
"262",4415,TRUE,5,TRUE,"Real Recommand"
"263",4421,TRUE,5,TRUE,"Real Recommand"
"264",4422,TRUE,5,TRUE,"Real Recommand"
"265",4426,TRUE,5,TRUE,"Real Recommand"
"266",4430,TRUE,5,TRUE,"Real Recommand"
"267",4437,TRUE,5,TRUE,"Real Recommand"
"268",4439,TRUE,5,TRUE,"Real Recommand"
"269",4446,TRUE,5,TRUE,"Real Recommand"
"270",4608,TRUE,5,TRUE,"Real Recommand"
"271",4609,TRUE,5,TRUE,"Real Recommand"
"272",4858,TRUE,4,TRUE,"Real Recommand"
"273",5469,TRUE,5,TRUE,"Real Recommand"
"274",5470,TRUE,5,TRUE,"Real Recommand"
"275",5472,TRUE,5,TRUE,"Real Recommand"
"276",5473,TRUE,5,TRUE,"Real Recommand"
"277",5474,TRUE,5,TRUE,"Real Recommand"
"278",5475,TRUE,5,TRUE,"Real Recommand"
"279",5476,TRUE,5,TRUE,"Real Recommand"
"280",5477,TRUE,5,TRUE,"Real Recommand"
"281",5489,TRUE,3,TRUE,"Real Recommand"
"282",5492,TRUE,4,TRUE,"Real Recommand"
"283",5498,TRUE,5,TRUE,"Real Recommand"
"284",5499,TRUE,5,TRUE,"Real Recommand"
"285",5500,TRUE,5,TRUE,"Real Recommand"
"286",5501,TRUE,5,TRUE,"Real Recommand"
"287",5502,TRUE,5,TRUE,"Real Recommand"
"288",5503,TRUE,5,TRUE,"Real Recommand"
"289",5504,TRUE,5,TRUE,"Real Recommand"
"290",5505,TRUE,5,TRUE,"Real Recommand"
"291",5506,TRUE,5,TRUE,"Real Recommand"
"292",5507,TRUE,5,TRUE,"Real Recommand"
"293",5508,TRUE,5,TRUE,"Real Recommand"
"294",5509,TRUE,5,TRUE,"Real Recommand"
"295",5512,TRUE,4,TRUE,"Real Recommand"
"296",5514,TRUE,5,TRUE,"Real Recommand"
"297",5516,TRUE,5,TRUE,"Real Recommand"
"298",5558,TRUE,5,TRUE,"Real Recommand"
"299",5561,TRUE,5,TRUE,"Real Recommand"
"300",5656,TRUE,4,TRUE,"Real Recommand"
"301",5657,TRUE,4,TRUE,"Real Recommand"
"302",5658,TRUE,4,TRUE,"Real Recommand"
"303",5660,TRUE,5,TRUE,"Real Recommand"
"304",5661,TRUE,5,TRUE,"Real Recommand"
"305",5662,TRUE,5,TRUE,"Real Recommand"
"306",5663,TRUE,5,TRUE,"Real Recommand"
"307",5666,TRUE,5,TRUE,"Real Recommand"
"308",5667,TRUE,5,TRUE,"Real Recommand"
"309",5668,TRUE,5,TRUE,"Real Recommand"
"310",5669,TRUE,5,TRUE,"Real Recommand"
"311",5670,TRUE,5,TRUE,"Real Recommand"
"312",5671,TRUE,5,TRUE,"Real Recommand"
"313",5672,TRUE,5,TRUE,"Real Recommand"
"314",5673,TRUE,5,TRUE,"Real Recommand"
"315",5680,TRUE,5,TRUE,"Real Recommand"
"316",5681,TRUE,5,TRUE,"Real Recommand"
"317",5682,TRUE,5,TRUE,"Real Recommand"
"318",5684,TRUE,5,TRUE,"Real Recommand"
"319",5687,TRUE,5,TRUE,"Real Recommand"
"320",5689,TRUE,5,TRUE,"Real Recommand"
"321",5894,TRUE,4,TRUE,"Real Recommand"
"322",5895,TRUE,4,TRUE,"Real Recommand"
"323",5897,TRUE,4,TRUE,"Real Recommand"
"324",5898,TRUE,4,TRUE,"Real Recommand"
"325",5899,TRUE,4,TRUE,"Real Recommand"
"326",5900,TRUE,4,TRUE,"Real Recommand"
"327",6309,TRUE,5,TRUE,"Real Recommand"
"328",6311,TRUE,5,TRUE,"Real Recommand"
"329",6312,TRUE,5,TRUE,"Real Recommand"
"330",6313,TRUE,5,TRUE,"Real Recommand"
"331",6316,TRUE,5,TRUE,"Real Recommand"
"332",6317,TRUE,5,TRUE,"Real Recommand"
"333",6318,TRUE,5,TRUE,"Real Recommand"
"334",6322,TRUE,5,TRUE,"Real Recommand"
"335",6323,TRUE,5,TRUE,"Real Recommand"
"336",6324,TRUE,5,TRUE,"Real Recommand"
"337",6327,TRUE,5,TRUE,"Real Recommand"
"338",6328,TRUE,5,TRUE,"Real Recommand"
"339",6329,TRUE,5,TRUE,"Real Recommand"
"340",6330,TRUE,5,TRUE,"Real Recommand"
"341",6331,TRUE,5,TRUE,"Real Recommand"
"342",6332,TRUE,5,TRUE,"Real Recommand"
"343",6333,TRUE,5,TRUE,"Real Recommand"
"344",6334,TRUE,5,TRUE,"Real Recommand"
"345",6335,TRUE,5,TRUE,"Real Recommand"
"346",6338,TRUE,5,TRUE,"Real Recommand"
"347",6339,TRUE,5,TRUE,"Real Recommand"
"348",6342,TRUE,5,TRUE,"Real Recommand"
"349",6343,TRUE,5,TRUE,"Real Recommand"
"350",6344,TRUE,5,TRUE,"Real Recommand"
"351",6345,TRUE,5,TRUE,"Real Recommand"
"352",6346,TRUE,5,TRUE,"Real Recommand"
"353",6347,TRUE,5,TRUE,"Real Recommand"
"354",6354,TRUE,5,TRUE,"Real Recommand"
"355",6356,TRUE,5,TRUE,"Real Recommand"
"356",6358,TRUE,5,TRUE,"Real Recommand"
"357",6359,TRUE,5,TRUE,"Real Recommand"
"358",6362,TRUE,5,TRUE,"Real Recommand"
"359",6363,TRUE,5,TRUE,"Real Recommand"
"360",6364,TRUE,5,TRUE,"Real Recommand"
"361",6365,TRUE,5,TRUE,"Real Recommand"
"362",6389,TRUE,3,TRUE,"Real Recommand"
"363",6391,TRUE,3,TRUE,"Real Recommand"
"364",6393,TRUE,3,TRUE,"Real Recommand"
"365",6396,TRUE,3,TRUE,"Real Recommand"
"366",6397,TRUE,3,TRUE,"Real Recommand"
"367",6398,TRUE,3,TRUE,"Real Recommand"
"368",6399,TRUE,3,TRUE,"Real Recommand"
"369",6400,TRUE,3,TRUE,"Real Recommand"
"370",6401,TRUE,4,TRUE,"Real Recommand"
"371",6403,TRUE,4,TRUE,"Real Recommand"
"372",6410,TRUE,4,TRUE,"Real Recommand"
"373",6411,TRUE,4,TRUE,"Real Recommand"
"374",6415,TRUE,4,TRUE,"Real Recommand"
"375",6416,TRUE,4,TRUE,"Real Recommand"
"376",6417,TRUE,4,TRUE,"Real Recommand"
"377",6419,TRUE,4,TRUE,"Real Recommand"
"378",6424,TRUE,4,TRUE,"Real Recommand"
"379",6425,TRUE,4,TRUE,"Real Recommand"
"380",6426,TRUE,4,TRUE,"Real Recommand"
"381",6427,TRUE,4,TRUE,"Real Recommand"
"382",6429,TRUE,4,TRUE,"Real Recommand"
"383",6430,TRUE,4,TRUE,"Real Recommand"
"384",6431,TRUE,4,TRUE,"Real Recommand"
"385",6432,TRUE,4,TRUE,"Real Recommand"
"386",6433,TRUE,4,TRUE,"Real Recommand"
"387",6434,TRUE,4,TRUE,"Real Recommand"
"388",6435,TRUE,4,TRUE,"Real Recommand"
"389",6436,TRUE,4,TRUE,"Real Recommand"
"390",6437,TRUE,4,TRUE,"Real Recommand"
"391",6438,TRUE,4,TRUE,"Real Recommand"
"392",6443,TRUE,5,TRUE,"Real Recommand"
"393",6448,TRUE,5,TRUE,"Real Recommand"
"394",6450,TRUE,5,TRUE,"Real Recommand"
"395",6451,TRUE,5,TRUE,"Real Recommand"
"396",6452,TRUE,5,TRUE,"Real Recommand"
"397",6453,TRUE,5,TRUE,"Real Recommand"
"398",6459,TRUE,5,TRUE,"Real Recommand"
"399",6469,TRUE,5,TRUE,"Real Recommand"
"400",6473,TRUE,5,TRUE,"Real Recommand"
"401",6474,TRUE,5,TRUE,"Real Recommand"
"402",6476,TRUE,5,TRUE,"Real Recommand"
"403",6477,TRUE,5,TRUE,"Real Recommand"
"404",6479,TRUE,5,TRUE,"Real Recommand"
"405",6480,TRUE,5,TRUE,"Real Recommand"
"406",6481,TRUE,5,TRUE,"Real Recommand"
"407",6482,TRUE,5,TRUE,"Real Recommand"
"408",6494,TRUE,5,TRUE,"Real Recommand"
"409",6500,TRUE,5,TRUE,"Real Recommand"
"410",6501,TRUE,5,TRUE,"Real Recommand"
"411",6506,TRUE,5,TRUE,"Real Recommand"
"412",6507,TRUE,5,TRUE,"Real Recommand"
"413",6508,TRUE,5,TRUE,"Real Recommand"
"414",6509,TRUE,5,TRUE,"Real Recommand"
"415",6510,TRUE,5,TRUE,"Real Recommand"
"416",6511,TRUE,5,TRUE,"Real Recommand"
"417",6512,TRUE,5,TRUE,"Real Recommand"
"418",6515,TRUE,5,TRUE,"Real Recommand"
"419",6520,TRUE,5,TRUE,"Real Recommand"
"420",6528,TRUE,5,TRUE,"Real Recommand"
"421",6529,TRUE,5,TRUE,"Real Recommand"
"422",6530,TRUE,5,TRUE,"Real Recommand"
"423",6531,TRUE,5,TRUE,"Real Recommand"
"424",6532,TRUE,5,TRUE,"Real Recommand"
"425",6533,TRUE,5,TRUE,"Real Recommand"
"426",6534,TRUE,5,TRUE,"Real Recommand"
"427",6535,TRUE,5,TRUE,"Real Recommand"
"428",6536,TRUE,5,TRUE,"Real Recommand"
"429",6537,TRUE,5,TRUE,"Real Recommand"
"430",6538,TRUE,5,TRUE,"Real Recommand"
"431",6540,TRUE,5,TRUE,"Real Recommand"
"432",6541,TRUE,5,TRUE,"Real Recommand"
"433",6542,TRUE,5,TRUE,"Real Recommand"
"434",6543,TRUE,5,TRUE,"Real Recommand"
"435",6544,TRUE,5,TRUE,"Real Recommand"
"436",6549,TRUE,5,TRUE,"Real Recommand"
"437",6550,TRUE,5,TRUE,"Real Recommand"
"438",6551,TRUE,5,TRUE,"Real Recommand"
"439",6553,TRUE,5,TRUE,"Real Recommand"
"440",6554,TRUE,5,TRUE,"Real Recommand"
"441",6555,TRUE,5,TRUE,"Real Recommand"
"442",6556,TRUE,5,TRUE,"Real Recommand"
"443",6557,TRUE,5,TRUE,"Real Recommand"
"444",6558,TRUE,5,TRUE,"Real Recommand"
"445",6559,TRUE,5,TRUE,"Real Recommand"
"446",6560,TRUE,5,TRUE,"Real Recommand"
"447",10961,TRUE,5,TRUE,"Real Recommand"
"448",10966,TRUE,5,TRUE,"Real Recommand"
"449",10968,TRUE,5,TRUE,"Real Recommand"
"450",15508,TRUE,5,TRUE,"Real Recommand"
"451",15566,TRUE,5,TRUE,"Real Recommand"
"452",15572,TRUE,2,TRUE,"Real Recommand"
"453",15579,TRUE,4,TRUE,"Real Recommand"
"454",15581,TRUE,4,TRUE,"Real Recommand"
"455",15585,TRUE,4,TRUE,"Real Recommand"
"456",15586,TRUE,4,TRUE,"Real Recommand"
"457",15593,TRUE,5,TRUE,"Real Recommand"
"458",15594,TRUE,5,TRUE,"Real Recommand"
"459",15596,TRUE,5,TRUE,"Real Recommand"
"460",15597,TRUE,5,TRUE,"Real Recommand"
"461",15598,TRUE,5,TRUE,"Real Recommand"
"462",15599,TRUE,5,TRUE,"Real Recommand"
"463",15600,TRUE,5,TRUE,"Real Recommand"
"464",15601,TRUE,5,TRUE,"Real Recommand"
"465",15602,TRUE,5,TRUE,"Real Recommand"
"466",15603,TRUE,5,TRUE,"Real Recommand"
"467",15604,TRUE,5,TRUE,"Real Recommand"
"468",15605,TRUE,5,TRUE,"Real Recommand"
"469",15606,TRUE,5,TRUE,"Real Recommand"
"470",15607,TRUE,5,TRUE,"Real Recommand"
"471",15608,TRUE,5,TRUE,"Real Recommand"
"472",15609,TRUE,5,TRUE,"Real Recommand"
"473",15612,TRUE,5,TRUE,"Real Recommand"
"474",15613,TRUE,5,TRUE,"Real Recommand"
"475",15614,TRUE,5,TRUE,"Real Recommand"
"476",15615,TRUE,5,TRUE,"Real Recommand"
"477",15616,TRUE,5,TRUE,"Real Recommand"
"478",15617,TRUE,5,TRUE,"Real Recommand"
"479",15618,TRUE,5,TRUE,"Real Recommand"
"480",15619,TRUE,5,TRUE,"Real Recommand"
"481",15620,TRUE,5,TRUE,"Real Recommand"
"482",15621,TRUE,5,TRUE,"Real Recommand"
"483",15622,TRUE,5,TRUE,"Real Recommand"
"484",15623,TRUE,5,TRUE,"Real Recommand"
"485",15624,TRUE,5,TRUE,"Real Recommand"
"486",15625,TRUE,5,TRUE,"Real Recommand"
"487",15626,TRUE,5,TRUE,"Real Recommand"
"488",15627,TRUE,5,TRUE,"Real Recommand"
"489",15628,TRUE,5,TRUE,"Real Recommand"
"490",15629,TRUE,5,TRUE,"Real Recommand"
"491",15630,TRUE,5,TRUE,"Real Recommand"
"492",15632,TRUE,5,TRUE,"Real Recommand"
"493",15633,TRUE,5,TRUE,"Real Recommand"
"494",15636,TRUE,5,TRUE,"Real Recommand"
"495",15638,TRUE,5,TRUE,"Real Recommand"
"496",15640,TRUE,5,TRUE,"Real Recommand"
"497",15641,TRUE,5,TRUE,"Real Recommand"
"498",15642,TRUE,5,TRUE,"Real Recommand"
"499",15645,TRUE,5,TRUE,"Real Recommand"
"500",15646,TRUE,5,TRUE,"Real Recommand"
"501",15647,TRUE,5,TRUE,"Real Recommand"
"502",15648,TRUE,5,TRUE,"Real Recommand"
"503",15650,TRUE,5,TRUE,"Real Recommand"
"504",15651,TRUE,5,TRUE,"Real Recommand"
"505",15652,TRUE,5,TRUE,"Real Recommand"
"506",15653,TRUE,5,TRUE,"Real Recommand"
"507",15654,TRUE,5,TRUE,"Real Recommand"
"508",15655,TRUE,5,TRUE,"Real Recommand"
"509",15656,TRUE,5,TRUE,"Real Recommand"
"510",15657,TRUE,5,TRUE,"Real Recommand"
"511",15658,TRUE,5,TRUE,"Real Recommand"
"512",15659,TRUE,5,TRUE,"Real Recommand"
"513",15660,TRUE,5,TRUE,"Real Recommand"
"514",15662,TRUE,5,TRUE,"Real Recommand"
"515",15663,TRUE,5,TRUE,"Real Recommand"
"516",15683,TRUE,5,TRUE,"Real Recommand"
"517",15696,TRUE,5,TRUE,"Real Recommand"
"518",15697,TRUE,5,TRUE,"Real Recommand"
