"","X","did_purchase","recommendation","polar_norm","Real_Review"
"124",215,FALSE,TRUE,1,"Fake Recommand"
"125",218,FALSE,TRUE,1,"Fake Recommand"
"126",219,FALSE,TRUE,1,"Fake Recommand"
"127",221,FALSE,TRUE,2,"Fake Recommand"
"128",222,FALSE,TRUE,1,"Fake Recommand"
"129",224,FALSE,TRUE,0,"Fake Recommand"
"130",227,FALSE,TRUE,0,"Fake Recommand"
"131",228,FALSE,TRUE,1,"Fake Recommand"
"132",231,FALSE,TRUE,2.5,"Fake Recommand"
"133",232,FALSE,TRUE,1,"Fake Recommand"
"134",233,FALSE,TRUE,1,"Fake Recommand"
"135",238,FALSE,TRUE,5,"Fake Recommand"
"136",240,FALSE,TRUE,2,"Fake Recommand"
"137",241,FALSE,TRUE,0.6,"Fake Recommand"
"138",242,FALSE,TRUE,2,"Fake Recommand"
"139",243,FALSE,TRUE,0.75,"Fake Recommand"
"140",244,FALSE,TRUE,0.4,"Fake Recommand"
"141",245,FALSE,TRUE,1.5,"Fake Recommand"
"142",246,FALSE,TRUE,2,"Fake Recommand"
"143",247,FALSE,TRUE,5,"Fake Recommand"
"144",248,FALSE,TRUE,4,"Fake Recommand"
"145",249,FALSE,TRUE,2.5,"Fake Recommand"
"146",251,FALSE,TRUE,1,"Fake Recommand"
"147",252,FALSE,TRUE,0.333333333,"Fake Recommand"
"148",255,FALSE,TRUE,0.666666667,"Fake Recommand"
"149",256,FALSE,TRUE,2,"Fake Recommand"
"150",258,FALSE,TRUE,2,"Fake Recommand"
"151",261,FALSE,TRUE,3,"Fake Recommand"
"152",262,FALSE,TRUE,0.666666667,"Fake Recommand"
"153",264,FALSE,TRUE,3,"Fake Recommand"
"154",265,FALSE,TRUE,4,"Fake Recommand"
"155",267,FALSE,TRUE,1.5,"Fake Recommand"
"156",268,FALSE,TRUE,2.5,"Fake Recommand"
"157",269,FALSE,TRUE,1,"Fake Recommand"
"158",270,FALSE,TRUE,1.333333333,"Fake Recommand"
"159",272,FALSE,TRUE,0.666666667,"Fake Recommand"
"160",273,FALSE,TRUE,1,"Fake Recommand"
"161",274,FALSE,TRUE,2.5,"Fake Recommand"
"162",276,FALSE,TRUE,0.666666667,"Fake Recommand"
"163",278,FALSE,TRUE,0.5,"Fake Recommand"
"164",279,FALSE,TRUE,4,"Fake Recommand"
"165",280,FALSE,TRUE,2.5,"Fake Recommand"
"166",281,FALSE,TRUE,1,"Fake Recommand"
"167",282,FALSE,TRUE,0.666666667,"Fake Recommand"
"168",283,FALSE,TRUE,2.5,"Fake Recommand"
"169",284,FALSE,TRUE,1,"Fake Recommand"
"170",285,FALSE,TRUE,0.8,"Fake Recommand"
"171",286,FALSE,TRUE,1,"Fake Recommand"
"172",287,FALSE,TRUE,0.25,"Fake Recommand"
"173",288,FALSE,TRUE,1,"Fake Recommand"
"174",289,FALSE,TRUE,2,"Fake Recommand"
"175",290,FALSE,TRUE,1,"Fake Recommand"
"176",291,FALSE,TRUE,1,"Fake Recommand"
"177",293,FALSE,TRUE,3,"Fake Recommand"
"178",294,FALSE,TRUE,3,"Fake Recommand"
"179",295,FALSE,TRUE,1.5,"Fake Recommand"
"180",296,FALSE,TRUE,0.25,"Fake Recommand"
"181",297,FALSE,TRUE,3,"Fake Recommand"
"182",298,FALSE,TRUE,1,"Fake Recommand"
"183",299,FALSE,TRUE,2,"Fake Recommand"
"184",301,FALSE,TRUE,0.666666667,"Fake Recommand"
"185",302,FALSE,TRUE,0.666666667,"Fake Recommand"
"186",303,FALSE,TRUE,0.333333333,"Fake Recommand"
"187",305,FALSE,TRUE,1.5,"Fake Recommand"
"188",306,FALSE,TRUE,2.5,"Fake Recommand"
"189",307,FALSE,TRUE,0,"Fake Recommand"
"190",308,FALSE,TRUE,0.666666667,"Fake Recommand"
"191",309,FALSE,TRUE,0.666666667,"Fake Recommand"
"192",310,FALSE,TRUE,1,"Fake Recommand"
"193",311,FALSE,TRUE,1,"Fake Recommand"
"194",312,FALSE,TRUE,1,"Fake Recommand"
"195",313,FALSE,TRUE,0.5,"Fake Recommand"
"196",314,FALSE,TRUE,3,"Fake Recommand"
"197",315,FALSE,TRUE,1.5,"Fake Recommand"
"198",316,FALSE,TRUE,2,"Fake Recommand"
"199",317,FALSE,TRUE,1.333333333,"Fake Recommand"
"200",318,FALSE,TRUE,0.666666667,"Fake Recommand"
"201",319,FALSE,TRUE,0.5,"Fake Recommand"
"202",320,FALSE,TRUE,3,"Fake Recommand"
"203",321,FALSE,TRUE,6,"Fake Recommand"
"204",322,FALSE,TRUE,2,"Fake Recommand"
"205",323,FALSE,TRUE,2,"Fake Recommand"
"206",324,FALSE,TRUE,1.333333333,"Fake Recommand"
"207",325,FALSE,TRUE,0.333333333,"Fake Recommand"
"208",326,FALSE,TRUE,1.333333333,"Fake Recommand"
"209",328,FALSE,TRUE,2,"Fake Recommand"
"210",329,FALSE,TRUE,2.5,"Fake Recommand"
"211",330,FALSE,TRUE,1.666666667,"Fake Recommand"
"212",331,FALSE,TRUE,2,"Fake Recommand"
"213",332,FALSE,TRUE,2,"Fake Recommand"
"214",333,FALSE,TRUE,2,"Fake Recommand"
"215",334,FALSE,TRUE,0.25,"Fake Recommand"
"216",335,FALSE,TRUE,3,"Fake Recommand"
"217",336,FALSE,TRUE,8,"Fake Recommand"
"218",337,FALSE,TRUE,0.333333333,"Fake Recommand"
"219",338,FALSE,TRUE,0,"Fake Recommand"
"220",339,FALSE,TRUE,1,"Fake Recommand"
"221",341,FALSE,TRUE,2,"Fake Recommand"
"222",342,FALSE,TRUE,2,"Fake Recommand"
"223",343,FALSE,TRUE,2,"Fake Recommand"
"224",344,FALSE,TRUE,1.5,"Fake Recommand"
"225",346,FALSE,TRUE,2.5,"Fake Recommand"
"226",347,FALSE,TRUE,7,"Fake Recommand"
"227",348,FALSE,TRUE,7,"Fake Recommand"
"228",349,FALSE,TRUE,0.8,"Fake Recommand"
"229",350,FALSE,TRUE,1,"Fake Recommand"
"230",351,FALSE,TRUE,2.666666667,"Fake Recommand"
"231",352,FALSE,TRUE,0.75,"Fake Recommand"
"232",353,FALSE,TRUE,2.5,"Fake Recommand"
"233",354,FALSE,TRUE,1,"Fake Recommand"
"234",355,FALSE,TRUE,2.333333333,"Fake Recommand"
"235",356,FALSE,TRUE,1,"Fake Recommand"
"236",357,FALSE,TRUE,2,"Fake Recommand"
"237",358,FALSE,TRUE,3,"Fake Recommand"
"238",361,FALSE,TRUE,3,"Fake Recommand"
"239",362,FALSE,TRUE,6,"Fake Recommand"
"240",363,FALSE,TRUE,6,"Fake Recommand"
"241",364,FALSE,TRUE,3.5,"Fake Recommand"
"242",366,FALSE,TRUE,1,"Fake Recommand"
"243",367,FALSE,TRUE,0.75,"Fake Recommand"
"244",368,FALSE,TRUE,1.333333333,"Fake Recommand"
"245",369,FALSE,TRUE,1,"Fake Recommand"
"246",371,FALSE,TRUE,1.666666667,"Fake Recommand"
"247",372,FALSE,TRUE,2.5,"Fake Recommand"
"248",373,FALSE,TRUE,1.25,"Fake Recommand"
"249",374,FALSE,TRUE,1.25,"Fake Recommand"
"250",375,FALSE,TRUE,3.333333333,"Fake Recommand"
"251",377,FALSE,TRUE,1.5,"Fake Recommand"
"252",378,FALSE,TRUE,1.75,"Fake Recommand"
"253",379,FALSE,TRUE,6,"Fake Recommand"
"254",380,FALSE,TRUE,0.25,"Fake Recommand"
"255",381,FALSE,TRUE,1.5,"Fake Recommand"
"256",382,FALSE,TRUE,1.333333333,"Fake Recommand"
"257",384,FALSE,TRUE,4,"Fake Recommand"
"258",385,FALSE,TRUE,1.166666667,"Fake Recommand"
"259",386,FALSE,TRUE,1.4,"Fake Recommand"
"260",387,FALSE,TRUE,1.25,"Fake Recommand"
"261",388,FALSE,TRUE,1.25,"Fake Recommand"
"262",390,FALSE,TRUE,1.5,"Fake Recommand"
"263",391,FALSE,TRUE,6,"Fake Recommand"
"264",392,FALSE,TRUE,1.333333333,"Fake Recommand"
"265",393,FALSE,TRUE,1.4,"Fake Recommand"
"266",394,FALSE,TRUE,2.5,"Fake Recommand"
"267",395,FALSE,TRUE,1.25,"Fake Recommand"
"268",396,FALSE,TRUE,1.333333333,"Fake Recommand"
"269",397,FALSE,TRUE,2,"Fake Recommand"
"270",398,FALSE,TRUE,1.333333333,"Fake Recommand"
"271",399,FALSE,TRUE,2.5,"Fake Recommand"
"272",400,FALSE,TRUE,1.333333333,"Fake Recommand"
"273",401,FALSE,TRUE,2,"Fake Recommand"
"274",404,FALSE,TRUE,1,"Fake Recommand"
"275",405,FALSE,TRUE,7,"Fake Recommand"
"276",406,FALSE,TRUE,2.5,"Fake Recommand"
"277",407,FALSE,TRUE,5,"Fake Recommand"
"278",408,FALSE,TRUE,1.25,"Fake Recommand"
"279",409,FALSE,TRUE,0.5,"Fake Recommand"
"280",410,FALSE,TRUE,1.666666667,"Fake Recommand"
"281",411,FALSE,TRUE,2.5,"Fake Recommand"
"282",412,FALSE,TRUE,1.666666667,"Fake Recommand"
"283",413,FALSE,TRUE,1.2,"Fake Recommand"
"284",415,FALSE,TRUE,3,"Fake Recommand"
"285",416,FALSE,TRUE,0.888888889,"Fake Recommand"
"286",417,FALSE,TRUE,1,"Fake Recommand"
"287",418,FALSE,TRUE,1,"Fake Recommand"
"288",420,FALSE,TRUE,2.25,"Fake Recommand"
"289",421,FALSE,TRUE,3.5,"Fake Recommand"
"290",422,FALSE,TRUE,5,"Fake Recommand"
"291",424,FALSE,TRUE,0.428571429,"Fake Recommand"
"292",425,FALSE,TRUE,0.666666667,"Fake Recommand"
"293",426,FALSE,TRUE,1.5,"Fake Recommand"
"294",427,FALSE,TRUE,3,"Fake Recommand"
"295",428,FALSE,TRUE,4.5,"Fake Recommand"
"296",429,FALSE,TRUE,1,"Fake Recommand"
"297",431,FALSE,TRUE,8,"Fake Recommand"
"298",432,FALSE,TRUE,1,"Fake Recommand"
"299",433,FALSE,TRUE,2,"Fake Recommand"
"300",434,FALSE,TRUE,2,"Fake Recommand"
"301",435,FALSE,TRUE,1.6,"Fake Recommand"
"302",436,FALSE,TRUE,2,"Fake Recommand"
"303",437,FALSE,TRUE,1,"Fake Recommand"
"304",438,FALSE,TRUE,2.25,"Fake Recommand"
"305",439,FALSE,TRUE,1.75,"Fake Recommand"
"306",441,FALSE,TRUE,1,"Fake Recommand"
"307",442,FALSE,TRUE,1.25,"Fake Recommand"
"308",443,FALSE,TRUE,0.5,"Fake Recommand"
"309",444,FALSE,TRUE,5,"Fake Recommand"
"310",445,FALSE,TRUE,2.5,"Fake Recommand"
"311",446,FALSE,TRUE,1.333333333,"Fake Recommand"
"312",447,FALSE,TRUE,1.25,"Fake Recommand"
"313",448,FALSE,TRUE,1.5,"Fake Recommand"
"314",449,FALSE,TRUE,0.333333333,"Fake Recommand"
"315",450,FALSE,TRUE,1.5,"Fake Recommand"
"316",451,FALSE,TRUE,1.666666667,"Fake Recommand"
"317",452,FALSE,TRUE,1,"Fake Recommand"
"318",454,FALSE,TRUE,2,"Fake Recommand"
"319",455,FALSE,TRUE,1,"Fake Recommand"
"320",456,FALSE,TRUE,2,"Fake Recommand"
"321",458,FALSE,TRUE,1,"Fake Recommand"
"322",459,FALSE,TRUE,0.833333333,"Fake Recommand"
"323",460,FALSE,TRUE,3,"Fake Recommand"
"324",462,FALSE,TRUE,1.75,"Fake Recommand"
"325",463,FALSE,TRUE,0.666666667,"Fake Recommand"
"326",464,FALSE,TRUE,4.5,"Fake Recommand"
"327",465,FALSE,TRUE,3.5,"Fake Recommand"
"328",466,FALSE,TRUE,1.25,"Fake Recommand"
"329",467,FALSE,TRUE,1.5,"Fake Recommand"
"330",468,FALSE,TRUE,2.666666667,"Fake Recommand"
"331",469,FALSE,TRUE,0.428571429,"Fake Recommand"
"332",471,FALSE,TRUE,1,"Fake Recommand"
"333",472,FALSE,TRUE,1,"Fake Recommand"
"334",474,FALSE,TRUE,3,"Fake Recommand"
"335",476,FALSE,TRUE,1.5,"Fake Recommand"
"336",477,FALSE,TRUE,0.857142857,"Fake Recommand"
"337",479,FALSE,TRUE,1.75,"Fake Recommand"
"338",480,FALSE,TRUE,0.875,"Fake Recommand"
"339",482,FALSE,TRUE,1,"Fake Recommand"
"340",483,FALSE,TRUE,1.2,"Fake Recommand"
"341",486,FALSE,TRUE,2.2,"Fake Recommand"
"342",487,FALSE,TRUE,2,"Fake Recommand"
"343",488,FALSE,TRUE,1.333333333,"Fake Recommand"
"344",489,FALSE,TRUE,1,"Fake Recommand"
"345",490,FALSE,TRUE,1.666666667,"Fake Recommand"
"346",491,FALSE,TRUE,0.666666667,"Fake Recommand"
"347",492,FALSE,TRUE,7,"Fake Recommand"
"348",493,FALSE,TRUE,0.666666667,"Fake Recommand"
"349",494,FALSE,TRUE,2.666666667,"Fake Recommand"
"350",495,FALSE,TRUE,1.333333333,"Fake Recommand"
"351",496,FALSE,TRUE,1.5,"Fake Recommand"
"352",497,FALSE,TRUE,1,"Fake Recommand"
"353",499,FALSE,TRUE,2,"Fake Recommand"
"354",500,FALSE,TRUE,0.666666667,"Fake Recommand"
"355",501,FALSE,TRUE,1,"Fake Recommand"
"356",502,FALSE,TRUE,1,"Fake Recommand"
"357",503,FALSE,TRUE,4,"Fake Recommand"
"358",504,FALSE,TRUE,1.666666667,"Fake Recommand"
"359",505,FALSE,TRUE,0.5,"Fake Recommand"
"360",506,FALSE,TRUE,1.5,"Fake Recommand"
"361",507,FALSE,TRUE,1,"Fake Recommand"
"362",508,FALSE,TRUE,1.25,"Fake Recommand"
"363",509,FALSE,TRUE,0.125,"Fake Recommand"
"364",510,FALSE,TRUE,1,"Fake Recommand"
"365",511,FALSE,TRUE,3.5,"Fake Recommand"
"366",512,FALSE,TRUE,0.666666667,"Fake Recommand"
"367",513,FALSE,TRUE,2,"Fake Recommand"
"368",514,FALSE,TRUE,3.5,"Fake Recommand"
"369",515,FALSE,TRUE,4,"Fake Recommand"
"370",516,FALSE,TRUE,6,"Fake Recommand"
"371",517,FALSE,TRUE,1.666666667,"Fake Recommand"
"372",518,FALSE,TRUE,2,"Fake Recommand"
"373",519,FALSE,TRUE,1.5,"Fake Recommand"
"374",520,FALSE,TRUE,5,"Fake Recommand"
"375",521,FALSE,TRUE,3.333333333,"Fake Recommand"
"376",523,FALSE,TRUE,0.5,"Fake Recommand"
"377",524,FALSE,TRUE,3,"Fake Recommand"
"378",525,FALSE,TRUE,0.75,"Fake Recommand"
"379",526,FALSE,TRUE,1,"Fake Recommand"
"380",528,FALSE,TRUE,1.25,"Fake Recommand"
"381",529,FALSE,TRUE,0.75,"Fake Recommand"
"382",530,FALSE,TRUE,3,"Fake Recommand"
"383",531,FALSE,TRUE,6,"Fake Recommand"
"384",532,FALSE,TRUE,0.5,"Fake Recommand"
"385",533,FALSE,TRUE,2,"Fake Recommand"
"386",534,FALSE,TRUE,1.222222222,"Fake Recommand"
"387",535,FALSE,TRUE,1.666666667,"Fake Recommand"
"388",536,FALSE,TRUE,1,"Fake Recommand"
"389",539,FALSE,TRUE,3.5,"Fake Recommand"
"390",542,FALSE,TRUE,1.5,"Fake Recommand"
"391",543,FALSE,TRUE,0.5,"Fake Recommand"
"392",544,FALSE,TRUE,4,"Fake Recommand"
"393",545,FALSE,TRUE,1,"Fake Recommand"
"394",546,FALSE,TRUE,2,"Fake Recommand"
"395",547,FALSE,TRUE,0.25,"Fake Recommand"
"396",548,FALSE,TRUE,4,"Fake Recommand"
"397",549,FALSE,TRUE,1.428571429,"Fake Recommand"
"398",550,FALSE,TRUE,0.666666667,"Fake Recommand"
"399",551,FALSE,TRUE,3,"Fake Recommand"
"400",552,FALSE,TRUE,2,"Fake Recommand"
"401",553,FALSE,TRUE,0.666666667,"Fake Recommand"
"402",555,FALSE,TRUE,1,"Fake Recommand"
"403",557,FALSE,TRUE,1.5,"Fake Recommand"
"404",558,FALSE,TRUE,0.777777778,"Fake Recommand"
"405",559,FALSE,TRUE,4,"Fake Recommand"
"406",560,FALSE,TRUE,1.666666667,"Fake Recommand"
"407",561,FALSE,TRUE,0.75,"Fake Recommand"
"408",562,FALSE,TRUE,1.25,"Fake Recommand"
"409",563,FALSE,TRUE,5,"Fake Recommand"
"410",564,FALSE,TRUE,4.5,"Fake Recommand"
"411",565,FALSE,TRUE,2,"Fake Recommand"
"412",568,FALSE,TRUE,1,"Fake Recommand"
"413",569,FALSE,TRUE,1,"Fake Recommand"
"414",570,FALSE,TRUE,0.8,"Fake Recommand"
"415",571,FALSE,TRUE,5,"Fake Recommand"
"416",573,FALSE,TRUE,2.166666667,"Fake Recommand"
"417",574,FALSE,TRUE,1.666666667,"Fake Recommand"
"418",575,FALSE,TRUE,1,"Fake Recommand"
"419",577,FALSE,TRUE,1.666666667,"Fake Recommand"
"420",578,FALSE,TRUE,1.8,"Fake Recommand"
"421",579,FALSE,TRUE,2,"Fake Recommand"
"422",581,FALSE,TRUE,3,"Fake Recommand"
"423",582,FALSE,TRUE,1.714285714,"Fake Recommand"
"424",583,FALSE,TRUE,1.25,"Fake Recommand"
"425",584,FALSE,TRUE,1.333333333,"Fake Recommand"
"426",585,FALSE,TRUE,1.25,"Fake Recommand"
"427",586,FALSE,TRUE,2.5,"Fake Recommand"
"428",587,FALSE,TRUE,8,"Fake Recommand"
"429",589,FALSE,TRUE,1.777777778,"Fake Recommand"
"430",590,FALSE,TRUE,6,"Fake Recommand"
"431",591,FALSE,TRUE,11,"Fake Recommand"
"432",592,FALSE,TRUE,3.5,"Fake Recommand"
"433",593,FALSE,TRUE,0,"Fake Recommand"
"434",594,FALSE,TRUE,2,"Fake Recommand"
"435",595,FALSE,TRUE,1,"Fake Recommand"
"436",597,FALSE,TRUE,1.857142857,"Fake Recommand"
"437",598,FALSE,TRUE,1,"Fake Recommand"
"438",601,FALSE,TRUE,3,"Fake Recommand"
"439",602,FALSE,TRUE,3,"Fake Recommand"
"440",603,FALSE,TRUE,1,"Fake Recommand"
"441",604,FALSE,TRUE,1,"Fake Recommand"
"442",605,FALSE,TRUE,1.5,"Fake Recommand"
"443",606,FALSE,TRUE,6,"Fake Recommand"
"444",607,FALSE,TRUE,1,"Fake Recommand"
"445",609,FALSE,TRUE,3.666666667,"Fake Recommand"
"446",610,FALSE,TRUE,1,"Fake Recommand"
"447",611,FALSE,TRUE,2,"Fake Recommand"
"448",612,FALSE,TRUE,1,"Fake Recommand"
"449",613,FALSE,TRUE,2.5,"Fake Recommand"
"450",614,FALSE,TRUE,2,"Fake Recommand"
"451",615,FALSE,TRUE,1.5,"Fake Recommand"
"452",616,FALSE,TRUE,0,"Fake Recommand"
"453",617,FALSE,TRUE,1.166666667,"Fake Recommand"
"454",618,FALSE,TRUE,1.2,"Fake Recommand"
"455",619,FALSE,TRUE,1.285714286,"Fake Recommand"
"456",621,FALSE,TRUE,2.666666667,"Fake Recommand"
"457",623,FALSE,TRUE,2.5,"Fake Recommand"
"458",624,FALSE,TRUE,1,"Fake Recommand"
"459",625,FALSE,TRUE,4,"Fake Recommand"
"460",626,FALSE,TRUE,2.666666667,"Fake Recommand"
"461",627,FALSE,TRUE,2,"Fake Recommand"
"462",628,FALSE,TRUE,2.5,"Fake Recommand"
"463",629,FALSE,TRUE,3.25,"Fake Recommand"
"464",631,FALSE,TRUE,1.6,"Fake Recommand"
"465",633,FALSE,TRUE,4,"Fake Recommand"
"466",634,FALSE,TRUE,1.166666667,"Fake Recommand"
"467",635,FALSE,TRUE,1.1,"Fake Recommand"
"468",637,FALSE,TRUE,4,"Fake Recommand"
"469",638,FALSE,TRUE,3,"Fake Recommand"
"470",639,FALSE,TRUE,3,"Fake Recommand"
"471",640,FALSE,TRUE,0.888888889,"Fake Recommand"
"472",641,FALSE,TRUE,6,"Fake Recommand"
"473",643,FALSE,TRUE,4,"Fake Recommand"
"474",644,FALSE,TRUE,1.333333333,"Fake Recommand"
"475",646,FALSE,TRUE,2,"Fake Recommand"
"476",647,FALSE,TRUE,7,"Fake Recommand"
"477",648,FALSE,TRUE,1,"Fake Recommand"
"478",649,FALSE,TRUE,3.4,"Fake Recommand"
"479",650,FALSE,TRUE,2,"Fake Recommand"
"480",651,FALSE,TRUE,1,"Fake Recommand"
"481",652,FALSE,TRUE,2.333333333,"Fake Recommand"
"482",653,FALSE,TRUE,2,"Fake Recommand"
"483",655,FALSE,TRUE,2,"Fake Recommand"
"484",656,FALSE,TRUE,4,"Fake Recommand"
"485",659,FALSE,TRUE,0.5,"Fake Recommand"
"486",660,FALSE,TRUE,2,"Fake Recommand"
"487",661,FALSE,TRUE,1,"Fake Recommand"
"488",662,FALSE,TRUE,1.333333333,"Fake Recommand"
"489",663,FALSE,TRUE,0.5,"Fake Recommand"
"490",664,FALSE,TRUE,3,"Fake Recommand"
"491",666,FALSE,TRUE,1,"Fake Recommand"
"492",667,FALSE,TRUE,3,"Fake Recommand"
