"","X","did_purchase","recommendation","polar_norm","Real_Review"
"91",1109,FALSE,FALSE,1.6,"Fake Don't Recommand"
"92",1288,FALSE,FALSE,2,"Fake Don't Recommand"
"93",1289,FALSE,FALSE,2,"Fake Don't Recommand"
"94",1290,FALSE,FALSE,2.5,"Fake Don't Recommand"
"95",1323,FALSE,FALSE,2,"Fake Don't Recommand"
"96",1324,FALSE,FALSE,1,"Fake Don't Recommand"
"97",1325,FALSE,FALSE,2,"Fake Don't Recommand"
"98",1327,FALSE,FALSE,4,"Fake Don't Recommand"
"99",1328,FALSE,FALSE,1.0625,"Fake Don't Recommand"
"100",1333,FALSE,FALSE,2.5,"Fake Don't Recommand"
"101",1335,FALSE,FALSE,0.866666667,"Fake Don't Recommand"
"102",1403,FALSE,FALSE,2.5,"Fake Don't Recommand"
"103",1405,FALSE,FALSE,2.5,"Fake Don't Recommand"
"104",1407,FALSE,FALSE,4.5,"Fake Don't Recommand"
"105",1408,FALSE,FALSE,2.5,"Fake Don't Recommand"
"106",1409,FALSE,FALSE,1.833333333,"Fake Don't Recommand"
"107",1410,FALSE,FALSE,3,"Fake Don't Recommand"
"108",1411,FALSE,FALSE,2.142857143,"Fake Don't Recommand"
"109",1412,FALSE,FALSE,3,"Fake Don't Recommand"
"110",1413,FALSE,FALSE,4,"Fake Don't Recommand"
"111",1414,FALSE,FALSE,2,"Fake Don't Recommand"
"112",1415,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"113",1418,FALSE,FALSE,1.25,"Fake Don't Recommand"
"114",1500,FALSE,FALSE,2.5,"Fake Don't Recommand"
"115",3284,FALSE,FALSE,4,"Fake Don't Recommand"
"116",3285,FALSE,FALSE,2,"Fake Don't Recommand"
"117",3286,FALSE,FALSE,1,"Fake Don't Recommand"
"118",3287,FALSE,FALSE,4,"Fake Don't Recommand"
"119",3291,FALSE,FALSE,0.5,"Fake Don't Recommand"
"120",3294,FALSE,FALSE,3,"Fake Don't Recommand"
"121",3508,FALSE,FALSE,1.5,"Fake Don't Recommand"
"122",3510,FALSE,FALSE,0.761904762,"Fake Don't Recommand"
"123",3526,FALSE,FALSE,0.5,"Fake Don't Recommand"
"124",3623,FALSE,FALSE,1.75,"Fake Don't Recommand"
"125",3624,FALSE,FALSE,2.4,"Fake Don't Recommand"
"126",3625,FALSE,FALSE,9.5,"Fake Don't Recommand"
"127",3626,FALSE,FALSE,1.25,"Fake Don't Recommand"
"128",3627,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"129",3628,FALSE,FALSE,3,"Fake Don't Recommand"
"130",3682,FALSE,FALSE,5,"Fake Don't Recommand"
"131",3686,FALSE,FALSE,0.25,"Fake Don't Recommand"
"132",3698,FALSE,FALSE,1,"Fake Don't Recommand"
"133",3699,FALSE,FALSE,2,"Fake Don't Recommand"
"134",3701,FALSE,FALSE,2,"Fake Don't Recommand"
"135",3738,FALSE,FALSE,1.5,"Fake Don't Recommand"
"136",3742,FALSE,FALSE,4,"Fake Don't Recommand"
"137",4224,FALSE,FALSE,2,"Fake Don't Recommand"
"138",4225,FALSE,FALSE,2,"Fake Don't Recommand"
"139",4227,FALSE,FALSE,4,"Fake Don't Recommand"
"140",4228,FALSE,FALSE,3.333333333,"Fake Don't Recommand"
"141",4229,FALSE,FALSE,4,"Fake Don't Recommand"
"142",4231,FALSE,FALSE,2.2,"Fake Don't Recommand"
"143",4232,FALSE,FALSE,1.7,"Fake Don't Recommand"
"144",4233,FALSE,FALSE,2.8,"Fake Don't Recommand"
"145",4234,FALSE,FALSE,5.5,"Fake Don't Recommand"
"146",4235,FALSE,FALSE,4,"Fake Don't Recommand"
"147",4236,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"148",4248,FALSE,FALSE,1.25,"Fake Don't Recommand"
"149",4249,FALSE,FALSE,3,"Fake Don't Recommand"
"150",4250,FALSE,FALSE,2.2,"Fake Don't Recommand"
"151",4251,FALSE,FALSE,0.75,"Fake Don't Recommand"
"152",4252,FALSE,FALSE,1.777777778,"Fake Don't Recommand"
"153",4253,FALSE,FALSE,2,"Fake Don't Recommand"
"154",4254,FALSE,FALSE,2,"Fake Don't Recommand"
"155",4255,FALSE,FALSE,3,"Fake Don't Recommand"
"156",4256,FALSE,FALSE,2.1,"Fake Don't Recommand"
"157",4261,FALSE,FALSE,2.8,"Fake Don't Recommand"
"158",4263,FALSE,FALSE,2,"Fake Don't Recommand"
"159",4264,FALSE,FALSE,1.444444444,"Fake Don't Recommand"
"160",4265,FALSE,FALSE,1.916666667,"Fake Don't Recommand"
"161",4281,FALSE,FALSE,2,"Fake Don't Recommand"
"162",6368,FALSE,FALSE,2,"Fake Don't Recommand"
"163",6369,FALSE,FALSE,1,"Fake Don't Recommand"
"164",6371,FALSE,FALSE,6,"Fake Don't Recommand"
"165",6373,FALSE,FALSE,1.2,"Fake Don't Recommand"
"166",6375,FALSE,FALSE,2.333333333,"Fake Don't Recommand"
"167",6376,FALSE,FALSE,2,"Fake Don't Recommand"
"168",6377,FALSE,FALSE,1.25,"Fake Don't Recommand"
"169",6378,FALSE,FALSE,3.5,"Fake Don't Recommand"
"170",6379,FALSE,FALSE,0.5,"Fake Don't Recommand"
"171",6381,FALSE,FALSE,3.5,"Fake Don't Recommand"
"172",6387,FALSE,FALSE,4,"Fake Don't Recommand"
"173",6408,FALSE,FALSE,3.5,"Fake Don't Recommand"
"174",6567,FALSE,FALSE,4,"Fake Don't Recommand"
"175",6570,FALSE,FALSE,0.666666667,"Fake Don't Recommand"
"176",6571,FALSE,FALSE,0.5,"Fake Don't Recommand"
"177",6593,FALSE,FALSE,5,"Fake Don't Recommand"
"178",6594,FALSE,FALSE,1.8,"Fake Don't Recommand"
"179",6595,FALSE,FALSE,2,"Fake Don't Recommand"
"180",6605,FALSE,FALSE,0.571428571,"Fake Don't Recommand"
"181",6609,FALSE,FALSE,8,"Fake Don't Recommand"
"182",6671,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"183",7650,FALSE,FALSE,2.5,"Fake Don't Recommand"
"184",7941,FALSE,FALSE,3,"Fake Don't Recommand"
"185",10028,FALSE,FALSE,2.5,"Fake Don't Recommand"
"186",11504,FALSE,FALSE,4,"Fake Don't Recommand"
"187",11726,FALSE,FALSE,2.333333333,"Fake Don't Recommand"
"188",12601,FALSE,FALSE,4,"Fake Don't Recommand"
"189",12963,FALSE,FALSE,4,"Fake Don't Recommand"
"190",13853,FALSE,FALSE,1.5,"Fake Don't Recommand"
"191",15329,FALSE,FALSE,6,"Fake Don't Recommand"
"192",15523,FALSE,FALSE,11,"Fake Don't Recommand"
"193",15524,FALSE,FALSE,3,"Fake Don't Recommand"
"194",15570,FALSE,FALSE,3,"Fake Don't Recommand"
"195",15571,FALSE,FALSE,1,"Fake Don't Recommand"
"196",15574,FALSE,FALSE,1.6,"Fake Don't Recommand"
"197",15576,FALSE,FALSE,4,"Fake Don't Recommand"
"198",15748,FALSE,FALSE,1.25,"Fake Don't Recommand"
"199",15751,FALSE,FALSE,2,"Fake Don't Recommand"
"200",15755,FALSE,FALSE,1.875,"Fake Don't Recommand"
"201",15766,FALSE,FALSE,17,"Fake Don't Recommand"
"202",15917,FALSE,FALSE,5,"Fake Don't Recommand"
"203",15918,FALSE,FALSE,2,"Fake Don't Recommand"
"204",15920,FALSE,FALSE,1.5,"Fake Don't Recommand"
"205",15921,FALSE,FALSE,0.75,"Fake Don't Recommand"
"206",15927,FALSE,FALSE,18,"Fake Don't Recommand"
"207",15932,FALSE,FALSE,3.285714286,"Fake Don't Recommand"
"208",15933,FALSE,FALSE,3,"Fake Don't Recommand"
"209",15935,FALSE,FALSE,0.714285714,"Fake Don't Recommand"
"210",15937,FALSE,FALSE,2,"Fake Don't Recommand"
"211",15938,FALSE,FALSE,6,"Fake Don't Recommand"
"212",15939,FALSE,FALSE,3.5,"Fake Don't Recommand"
"213",15940,FALSE,FALSE,2.333333333,"Fake Don't Recommand"
"214",15941,FALSE,FALSE,1.5,"Fake Don't Recommand"
"215",15942,FALSE,FALSE,2.5,"Fake Don't Recommand"
"216",15943,FALSE,FALSE,8,"Fake Don't Recommand"
"217",15947,FALSE,FALSE,2.25,"Fake Don't Recommand"
"218",15948,FALSE,FALSE,5,"Fake Don't Recommand"
"219",15949,FALSE,FALSE,1.384615385,"Fake Don't Recommand"
"220",15957,FALSE,FALSE,1,"Fake Don't Recommand"
"221",15958,FALSE,FALSE,2.75,"Fake Don't Recommand"
"222",15961,FALSE,FALSE,6,"Fake Don't Recommand"
"223",15966,FALSE,FALSE,4,"Fake Don't Recommand"
"224",15969,FALSE,FALSE,2.5,"Fake Don't Recommand"
"225",15970,FALSE,FALSE,3.25,"Fake Don't Recommand"
"226",15972,FALSE,FALSE,1.571428571,"Fake Don't Recommand"
"227",15973,FALSE,FALSE,3,"Fake Don't Recommand"
"228",16040,FALSE,FALSE,1,"Fake Don't Recommand"
"229",16401,FALSE,FALSE,2.333333333,"Fake Don't Recommand"
"230",16674,FALSE,FALSE,8,"Fake Don't Recommand"
"231",16680,FALSE,FALSE,16,"Fake Don't Recommand"
"232",16846,FALSE,FALSE,2,"Fake Don't Recommand"
"233",16950,FALSE,FALSE,3,"Fake Don't Recommand"
"234",17480,FALSE,FALSE,0.8,"Fake Don't Recommand"
"235",17481,FALSE,FALSE,0.75,"Fake Don't Recommand"
"236",17483,FALSE,FALSE,1.333333333,"Fake Don't Recommand"
"237",17484,FALSE,FALSE,4.333333333,"Fake Don't Recommand"
"238",17486,FALSE,FALSE,7,"Fake Don't Recommand"
"239",17487,FALSE,FALSE,1.2,"Fake Don't Recommand"
"240",17488,FALSE,FALSE,1.4,"Fake Don't Recommand"
"241",17491,FALSE,FALSE,1.142857143,"Fake Don't Recommand"
"242",17504,FALSE,FALSE,2.666666667,"Fake Don't Recommand"
"243",17514,FALSE,FALSE,5,"Fake Don't Recommand"
"244",17515,FALSE,FALSE,2.2,"Fake Don't Recommand"
"245",17517,FALSE,FALSE,6,"Fake Don't Recommand"
"246",17518,FALSE,FALSE,1.5,"Fake Don't Recommand"
"247",17521,FALSE,FALSE,2,"Fake Don't Recommand"
"248",17523,FALSE,FALSE,1.5,"Fake Don't Recommand"
"249",17527,FALSE,FALSE,1.25,"Fake Don't Recommand"
"250",17529,FALSE,FALSE,1.285714286,"Fake Don't Recommand"
"251",17530,FALSE,FALSE,1,"Fake Don't Recommand"
"252",17536,FALSE,FALSE,2.333333333,"Fake Don't Recommand"
"253",17547,FALSE,FALSE,3,"Fake Don't Recommand"
"254",17552,FALSE,FALSE,1,"Fake Don't Recommand"
"255",17555,FALSE,FALSE,2.666666667,"Fake Don't Recommand"
"256",17650,FALSE,FALSE,1.571428571,"Fake Don't Recommand"
"257",17740,FALSE,FALSE,1,"Fake Don't Recommand"
"258",17804,FALSE,FALSE,2.25,"Fake Don't Recommand"
"259",17805,FALSE,FALSE,14,"Fake Don't Recommand"
"260",17806,FALSE,FALSE,2.181818182,"Fake Don't Recommand"
"261",17807,FALSE,FALSE,0.875,"Fake Don't Recommand"
"262",17808,FALSE,FALSE,0,"Fake Don't Recommand"
"263",17809,FALSE,FALSE,1.166666667,"Fake Don't Recommand"
"264",17811,FALSE,FALSE,2.5,"Fake Don't Recommand"
"265",17812,FALSE,FALSE,2.2,"Fake Don't Recommand"
"266",17815,FALSE,FALSE,2.5,"Fake Don't Recommand"
"267",18025,FALSE,FALSE,2,"Fake Don't Recommand"
"268",18069,FALSE,FALSE,4.5,"Fake Don't Recommand"
"269",18093,FALSE,FALSE,5,"Fake Don't Recommand"
"270",18095,FALSE,FALSE,2,"Fake Don't Recommand"
"271",18098,FALSE,FALSE,2,"Fake Don't Recommand"
"272",18254,FALSE,FALSE,1,"Fake Don't Recommand"
"273",18424,FALSE,FALSE,2.4,"Fake Don't Recommand"
"274",18437,FALSE,FALSE,4.75,"Fake Don't Recommand"
"275",18438,FALSE,FALSE,0.25,"Fake Don't Recommand"
"276",18516,FALSE,FALSE,5,"Fake Don't Recommand"
"277",18640,FALSE,FALSE,1,"Fake Don't Recommand"
"278",18641,FALSE,FALSE,1.428571429,"Fake Don't Recommand"
"279",18643,FALSE,FALSE,0.666666667,"Fake Don't Recommand"
"280",18645,FALSE,FALSE,1.5,"Fake Don't Recommand"
"281",18646,FALSE,FALSE,1.8,"Fake Don't Recommand"
"282",18649,FALSE,FALSE,2.5,"Fake Don't Recommand"
"283",18650,FALSE,FALSE,2,"Fake Don't Recommand"
"284",18661,FALSE,FALSE,2.6,"Fake Don't Recommand"
"285",18788,FALSE,FALSE,6,"Fake Don't Recommand"
"286",18789,FALSE,FALSE,7,"Fake Don't Recommand"
"287",18790,FALSE,FALSE,3.333333333,"Fake Don't Recommand"
"288",18792,FALSE,FALSE,1,"Fake Don't Recommand"
"289",18793,FALSE,FALSE,1,"Fake Don't Recommand"
"290",18794,FALSE,FALSE,2,"Fake Don't Recommand"
"291",18797,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"292",18808,FALSE,FALSE,0,"Fake Don't Recommand"
"293",20059,FALSE,FALSE,2,"Fake Don't Recommand"
"294",20513,FALSE,FALSE,0.75,"Fake Don't Recommand"
"295",20906,FALSE,FALSE,1,"Fake Don't Recommand"
"296",20907,FALSE,FALSE,10,"Fake Don't Recommand"
"297",20911,FALSE,FALSE,1.285714286,"Fake Don't Recommand"
"298",20916,FALSE,FALSE,2,"Fake Don't Recommand"
"299",20975,FALSE,FALSE,2.666666667,"Fake Don't Recommand"
"300",20978,FALSE,FALSE,3.2,"Fake Don't Recommand"
"301",20993,FALSE,FALSE,9,"Fake Don't Recommand"
"302",21003,FALSE,FALSE,4,"Fake Don't Recommand"
"303",21126,FALSE,FALSE,5,"Fake Don't Recommand"
"304",21130,FALSE,FALSE,4,"Fake Don't Recommand"
"305",21151,FALSE,FALSE,1.5,"Fake Don't Recommand"
"306",21159,FALSE,FALSE,0,"Fake Don't Recommand"
"307",21308,FALSE,FALSE,1,"Fake Don't Recommand"
"308",21421,FALSE,FALSE,0,"Fake Don't Recommand"
"309",21424,FALSE,FALSE,3,"Fake Don't Recommand"
"310",21426,FALSE,FALSE,2,"Fake Don't Recommand"
"311",21427,FALSE,FALSE,1.5,"Fake Don't Recommand"
"312",21428,FALSE,FALSE,2,"Fake Don't Recommand"
"313",21430,FALSE,FALSE,3,"Fake Don't Recommand"
"314",21434,FALSE,FALSE,5,"Fake Don't Recommand"
"315",21435,FALSE,FALSE,1,"Fake Don't Recommand"
"316",21437,FALSE,FALSE,1,"Fake Don't Recommand"
"317",21440,FALSE,FALSE,3,"Fake Don't Recommand"
"318",21442,FALSE,FALSE,3,"Fake Don't Recommand"
"319",21443,FALSE,FALSE,0.5,"Fake Don't Recommand"
"320",21444,FALSE,FALSE,2,"Fake Don't Recommand"
"321",21445,FALSE,FALSE,3,"Fake Don't Recommand"
"322",21446,FALSE,FALSE,3,"Fake Don't Recommand"
"323",21453,FALSE,FALSE,1,"Fake Don't Recommand"
"324",21454,FALSE,FALSE,1,"Fake Don't Recommand"
"325",21458,FALSE,FALSE,3,"Fake Don't Recommand"
"326",21459,FALSE,FALSE,0.5,"Fake Don't Recommand"
"327",21463,FALSE,FALSE,1.5,"Fake Don't Recommand"
"328",21464,FALSE,FALSE,6,"Fake Don't Recommand"
"329",21465,FALSE,FALSE,3,"Fake Don't Recommand"
"330",21466,FALSE,FALSE,1,"Fake Don't Recommand"
"331",21468,FALSE,FALSE,3,"Fake Don't Recommand"
"332",21469,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"333",21470,FALSE,FALSE,2,"Fake Don't Recommand"
"334",21471,FALSE,FALSE,2.5,"Fake Don't Recommand"
"335",21473,FALSE,FALSE,5,"Fake Don't Recommand"
"336",21475,FALSE,FALSE,1.333333333,"Fake Don't Recommand"
"337",21477,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"338",21479,FALSE,FALSE,5,"Fake Don't Recommand"
"339",21480,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"340",21481,FALSE,FALSE,1.333333333,"Fake Don't Recommand"
"341",21483,FALSE,FALSE,2.5,"Fake Don't Recommand"
"342",21484,FALSE,FALSE,3,"Fake Don't Recommand"
"343",21486,FALSE,FALSE,5,"Fake Don't Recommand"
"344",21487,FALSE,FALSE,4,"Fake Don't Recommand"
"345",21490,FALSE,FALSE,2,"Fake Don't Recommand"
"346",21492,FALSE,FALSE,6,"Fake Don't Recommand"
"347",21493,FALSE,FALSE,1.5,"Fake Don't Recommand"
"348",21494,FALSE,FALSE,2,"Fake Don't Recommand"
"349",21495,FALSE,FALSE,2.5,"Fake Don't Recommand"
"350",21498,FALSE,FALSE,5,"Fake Don't Recommand"
"351",21499,FALSE,FALSE,7,"Fake Don't Recommand"
"352",21500,FALSE,FALSE,4,"Fake Don't Recommand"
"353",21501,FALSE,FALSE,0.333333333,"Fake Don't Recommand"
"354",21502,FALSE,FALSE,8,"Fake Don't Recommand"
"355",21503,FALSE,FALSE,6,"Fake Don't Recommand"
"356",21504,FALSE,FALSE,4,"Fake Don't Recommand"
"357",21505,FALSE,FALSE,2.5,"Fake Don't Recommand"
"358",21506,FALSE,FALSE,2,"Fake Don't Recommand"
"359",21507,FALSE,FALSE,2.5,"Fake Don't Recommand"
"360",21509,FALSE,FALSE,2,"Fake Don't Recommand"
"361",21511,FALSE,FALSE,1,"Fake Don't Recommand"
"362",21512,FALSE,FALSE,5,"Fake Don't Recommand"
"363",21513,FALSE,FALSE,1.333333333,"Fake Don't Recommand"
"364",21514,FALSE,FALSE,4,"Fake Don't Recommand"
"365",21519,FALSE,FALSE,3,"Fake Don't Recommand"
"366",21520,FALSE,FALSE,4,"Fake Don't Recommand"
"367",21523,FALSE,FALSE,1,"Fake Don't Recommand"
"368",21525,FALSE,FALSE,2,"Fake Don't Recommand"
"369",21526,FALSE,FALSE,3,"Fake Don't Recommand"
"370",21527,FALSE,FALSE,1,"Fake Don't Recommand"
"371",21529,FALSE,FALSE,2,"Fake Don't Recommand"
"372",21531,FALSE,FALSE,2,"Fake Don't Recommand"
"373",21532,FALSE,FALSE,0.666666667,"Fake Don't Recommand"
"374",21535,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"375",21536,FALSE,FALSE,4,"Fake Don't Recommand"
"376",21537,FALSE,FALSE,4.5,"Fake Don't Recommand"
"377",21539,FALSE,FALSE,3,"Fake Don't Recommand"
"378",21540,FALSE,FALSE,2,"Fake Don't Recommand"
"379",21541,FALSE,FALSE,3.333333333,"Fake Don't Recommand"
"380",21542,FALSE,FALSE,7,"Fake Don't Recommand"
"381",21544,FALSE,FALSE,2,"Fake Don't Recommand"
"382",21545,FALSE,FALSE,3,"Fake Don't Recommand"
"383",21546,FALSE,FALSE,4,"Fake Don't Recommand"
"384",21547,FALSE,FALSE,8,"Fake Don't Recommand"
"385",21548,FALSE,FALSE,6,"Fake Don't Recommand"
"386",21549,FALSE,FALSE,2.5,"Fake Don't Recommand"
"387",21554,FALSE,FALSE,0.666666667,"Fake Don't Recommand"
"388",21555,FALSE,FALSE,7,"Fake Don't Recommand"
"389",21556,FALSE,FALSE,3,"Fake Don't Recommand"
"390",21557,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"391",21560,FALSE,FALSE,4,"Fake Don't Recommand"
"392",21561,FALSE,FALSE,2,"Fake Don't Recommand"
"393",21563,FALSE,FALSE,2.333333333,"Fake Don't Recommand"
"394",21564,FALSE,FALSE,0.25,"Fake Don't Recommand"
"395",21565,FALSE,FALSE,6,"Fake Don't Recommand"
"396",21567,FALSE,FALSE,1.75,"Fake Don't Recommand"
"397",21568,FALSE,FALSE,11,"Fake Don't Recommand"
"398",21569,FALSE,FALSE,2.666666667,"Fake Don't Recommand"
"399",21570,FALSE,FALSE,1.5,"Fake Don't Recommand"
"400",21571,FALSE,FALSE,8,"Fake Don't Recommand"
"401",21573,FALSE,FALSE,2,"Fake Don't Recommand"
"402",21574,FALSE,FALSE,3.5,"Fake Don't Recommand"
"403",21575,FALSE,FALSE,1.666666667,"Fake Don't Recommand"
"404",21577,FALSE,FALSE,2,"Fake Don't Recommand"
"405",21579,FALSE,FALSE,9,"Fake Don't Recommand"
"406",21580,FALSE,FALSE,5,"Fake Don't Recommand"
"407",21581,FALSE,FALSE,3,"Fake Don't Recommand"
"408",21583,FALSE,FALSE,8,"Fake Don't Recommand"
"409",21584,FALSE,FALSE,0.333333333,"Fake Don't Recommand"
"410",21587,FALSE,FALSE,7,"Fake Don't Recommand"
"411",21588,FALSE,FALSE,4,"Fake Don't Recommand"
"412",21590,FALSE,FALSE,2.5,"Fake Don't Recommand"
"413",21591,FALSE,FALSE,4.5,"Fake Don't Recommand"
"414",21592,FALSE,FALSE,1.5,"Fake Don't Recommand"
"415",21593,FALSE,FALSE,4,"Fake Don't Recommand"
"416",21594,FALSE,FALSE,2,"Fake Don't Recommand"
"417",21595,FALSE,FALSE,3,"Fake Don't Recommand"
"418",21596,FALSE,FALSE,2.666666667,"Fake Don't Recommand"
"419",21598,FALSE,FALSE,3,"Fake Don't Recommand"
"420",21600,FALSE,FALSE,5,"Fake Don't Recommand"
"421",21601,FALSE,FALSE,12,"Fake Don't Recommand"
"422",21602,FALSE,FALSE,3,"Fake Don't Recommand"
"423",21603,FALSE,FALSE,5,"Fake Don't Recommand"
"424",21606,FALSE,FALSE,1.333333333,"Fake Don't Recommand"
"425",21607,FALSE,FALSE,2,"Fake Don't Recommand"
"426",21608,FALSE,FALSE,2,"Fake Don't Recommand"
"427",21610,FALSE,FALSE,1.5,"Fake Don't Recommand"
"428",21611,FALSE,FALSE,2.5,"Fake Don't Recommand"
"429",21612,FALSE,FALSE,3,"Fake Don't Recommand"
"430",21613,FALSE,FALSE,11,"Fake Don't Recommand"
"431",21614,FALSE,FALSE,2,"Fake Don't Recommand"
"432",21616,FALSE,FALSE,2,"Fake Don't Recommand"
"433",21617,FALSE,FALSE,5,"Fake Don't Recommand"
"434",21618,FALSE,FALSE,4,"Fake Don't Recommand"
